,Finess,Nom de l'établissement,NomInvestigateur,PrénomInvestigateur,TitreProjet,NuméroProjet,Acronyme,MontantAccordé,Année,Type,Projet
19,930812946,CDS MEDICO DENTAIRE SALVADOR ALLENDE,MOSCOVA,Laura,Processus d’émergence et de structuration des Communautés Professionnelles Territoriales de Santé  (CPTS) sur les territoires,PREPS-20-0287,CaPiTaleS,172120.0,2020,,PREPS
20,750712184,ASSISTANCE PUBLIQUE AP-HP,PATRY,Claire,"Limitation des réadmissions des personnes Agées Sortant des Urgences : évaluation de l’Impact de soins Transitionnels portés par les Equipes mobiles de gériatrie, une étude quasi-expérimentale ici-ailleurs",PREPS-20-0241,LASUITE,842563.0,2020,,PREPS
21,430000018,CENTRE HOSPITALIER LE PUY - EMILE ROUX,PEREZ,Christèle,Optimisation du parcours de soins des patients atteints de douleurs chroniques : intérêt de l'intégration des spécialistes du sommeil ,PREPS-20-0256,DOLOREPIT,425561.0,2020,,PREPS
22,130786049,APHM,PERRIN,Jeanne,Amélioration du taux de naissance cumulé en Fécondation In Vitro par réduction des expositions reprotoxiques environnementales chez les couples infertiles : apport d’une plateforme pluridisciplinaire. Etude comparative prospective randomisée en ouvert.,PREPS-20-0269,PREVENIR-FIV,1958503.0,2020,,PREPS
23,440000289,CHU DE NANTES,RAT,Cédric,"ExerciceS COordonnés en soins PrimairEs : une comparaison du taux global d’hospitalisations potentiellement évitables des personnes âgées, selon que leur médecin généraliste exerce ou non au sein d’une équipe de soins primaires. _x000D_Une étude de cohorte sur 36 mois.",PREPS-20-0325,SCOPE,240107.0,2020,,PREPS
24,690781810,HOSPICES CIVILS DE LYON,REYNAUD,Quitterie,Le parrainage d’adolescents atteints de mucoviscidose en période de transition : étude exploratoire mixte du vécu des parrains et des parrainés.,PREPS-20-0310,MUKADO,149056.0,2020,,PREPS
25,750712184,ASSISTANCE PUBLIQUE AP-HP,ROTGE,Jean-Yves,Essai multicentrique randomisé évaluant l’efficacité d’un monitoring par télémédecine dans la prise en charge de la dépression en aval d’une hospitalisation en MCO (médecine - chirurgie - obstétrique),PREPS-20-0250,TELEDEP,992286.0,2020,,PREPS
26,330781196,CHU HOPITAUX DE BORDEAUX,SCHAEVERBEKE,Thierry,Impact clinique et médico-économique du dispositif Ange Gardien sur l’obtention d’un faible niveau d’activité à 6 mois dans la Polyarthrite Rhumatoïde débutante,PREPS-20-0266,ANTICIPATE,507457.0,2020,,PREPS
27,690781810,HOSPICES CIVILS DE LYON,SCHOTT PUPH,Anne-Marie,"Accompagnement des Pratiques de Prévention Nutrition, Activité Physique et SeDentarité en Soins Primaires: amplifier le potentiel des interventions opportunistes en consultation de routine  ",PREPS-20-0338,APPreNDre,399330.0,2020,,PREPS
28,760780239,CHU ROUEN,TAALBA,Mehdi,Pertinence de la PREscription du Scanner Corps-Entier Aux Urgences : un outil d'identification des patients à bas risque,PREPS-20-0194,PRE-SCEAU,478406.0,2020,,PREPS
29,420784878,CHU SAINT-ETIENNE,THIERY,Guillaume,Impact d’un protocole de gestion des alarmes sur les nuisances sonores et la sécurité des patients en réanimation.Etude randomisée monocentrique. ,PREPS-20-0332,REALARM,199347.0,2020,,PREPS
30,130786049,APHM,TOSELLO,Barthélémy,PArents REssources en Néonatalogie : pratiques partenariales innovantes pour améliorer la qualité de vie après le retour à domicile – Etude randomisée.,PREPS-20-0200,PAREN,392249.0,2020,,PREPS
31,750712184,ASSISTANCE PUBLIQUE AP-HP,VULSER,Hélène,Etude de validation des performances de la version française de l’échelle Autism Mental Status Exam utilisée comme outil de repérage du Trouble du Spectre de l’Autisme chez l’adulte ,PREPS-20-0320,Auti-screen,444491.0,2020,,PREPS
0,130786049,APHM DIRECTION GENERALE,AUQUIER,Pascal,Valorisation des états de santé en population générale française : place et intérêt d’une approche innovante reposant sur la réalité virtuelle,PREPS-15-000262,ReV-UTIL,350136.4,2015,,PREPS
1,690781810,HOSPICES CIVILS DE LYON,BONNEFOY,Marc,"Prévention de la perte de mobilité à partir d’un parcours de soin centré sur l’exercice et la nutrition chez le sujet âgé de plus de 70 ans, en soins primaires.",PREPS-15-0099,PRISME-3P,386952.0,2015,,PREPS
2,690781810,HOSPICES CIVILS DE LYON,BUI-XUAN,Bernard,Impact de revues de morbi-mortalité suivies de formations multi-professionnelles par simulation (fondées sur les cas analysés en revues) sur l’incidence des événements indésirables dans des services hospitaliers.,PREPS-15-0024,RMM-SIMULATION,619994.0,2015,,PREPS
3,290000017,C.H.R.U. BREST,CORDEL,Clarisse,Etablir une échelle d’évaluation de la qualité des soins primaires selon les formes de coordination des soins et de participation des patients et des « aidants familiaux » développées au sein de Groupes pour l’Exercice COordonné.,PREPS-15-000472,QualSoPrim,390510.0,2015,,PREPS
4,130786049,APHM DIRECTION GENERALE,CRÉTEL DURAND,Elodie,"PREDOMOS : PREcarité chez le sujet âgé atteint de cancer : Impact sur la qualité de vie d’une approche DOMOtique et par téléassistance pour les patients âgés pris en charge pour un cancer métastatique ou localement avancé et isolés Socialement : Etude multicentrique, prospective, comparative, randomisée.",PREPS-15-0098,PREDOMOS,413679.0,2015,,PREPS
5,540002078,CHU de NANCY,DEMORE,Béatrice,Efficacité d'un Système d'Information portant sur les Consommations des Antibiotiques et les Résistances bactériennes sur l'usage de l'antibiothérapie en médecine Ambulatoire,PREPS-15-000171,SICAR-Amb,349832.6,2015,,PREPS
6,590780193,CHR LILLE,DERVAUX,Benoit,Les analyses de la valeur de l’information peuvent-elles être utiles à la détermination des études post-inscription dans le contexte décisionnel français ?,PREPS-15-000459,VOI-France,127500.0,2015,,PREPS
7,690781810,HOSPICES CIVILS DE LYON,DUCLOS,Antoine,Reconsidérer le Lien « Volume-Résultat » : Analyse des Tendances Observées dans les Hôpitaux Français en Chirurgie Digestive,PREPS-15-000150,TREVORS,98747.0,2015,,PREPS
8,690781810,HOSPICES CIVILS DE LYON,GANSEL,Yannis,"TRAJECTOIRE - Prise en charge et ""trajectoire"" clinique des enfants et adolescents admis aux urgences pour comportements perturbateurs",PREPS-15-0028,TRAJECTOIRE,368100.0,2015,,PREPS
9,370000481,CHRU DE TOURS,GIRAUDEAU,Bruno,POPULation d’Analyse dans un essai Randomisé en Cluster : élaboration de Recommandations méthodologiques pour une estimation non biaisée de l'impact des interventions de type ‘organisation des soins’,PREPS-15-0008,POPULAR,148971.0,2015,,PREPS
10,280000134,CH DE CHARTRES,KALFON,Pierre,Améliorer la qualité de vie après une hospitalisation en réanimation grâce à un programme de prévention des inconforts perçus par les patients de réanimation basé sur des mesures ciblées,PREPS-15-000183,AQVAR,279946.0,2015,,PREPS
11,440000289,CHU DE NANTES,LE RHUN,Anne,"Evaluation du renforcement des compétences d’adaptation des personnes atteintes de maladies chroniques ayant bénéficié de médiations créatives, corporelles et réflexives",PREPS-15-000304,EvAd,375664.0,2015,,PREPS
12,750712184,ASSISTANCE PUBLIQUE AP-HP,LUCET,Jean-Christophe,efficacité et coût-efficacité du conseil antibiotique hospitalier,PREPS-15-000622,CEFECA,365463.0,2015,,PREPS
13,340780477,CHU MONTPELLIER,MERCIER,Grégoire,Déterminants des variations géographiques des hospitalisations potentiellement évitables (HPE) en Languedoc-Roussillon,PREPS-15-000198,HPE-LR,75596.0,2015,,PREPS
14,420784878,CHU SAINT ETIENNE,MORY,Olivier,Suivi prédictif de l'affluence des patients dans les services d'urgences pendant les épidémies virales hivernales,PREPS-15-000668,PREDAFLU,381310.0,2015,,PREPS
15,440000289,CHU DE NANTES,NGUYEN,Jean-Michel,"Optimisation de l’Accès aux Soins par les nouvelles technologies : une étude randomisée évaluant l’impact de l’envoi par le médecin généraliste de photographies de lésions suspectes de mélanome prises avec un smartphone, sur le délai d’accès à la consultation du dermatologue.",PREPS-15-000547,OASE-MELANOME,148896.0,2015,,PREPS
16,130786049,APHM DIRECTION GENERALE,RESSEGUIER,Noémie,Déterminants et conséquences de la transition vers l’âge adulte pour les adolescents atteints d’hémophilie.,PREPS-15-000597,TRANSHEMO,194395.0,2015,,PREPS
17,950110015,CH VICTOR DUPOUY ARGENTEUIL,REVAH-LEVY,Anne,"Evaluation de l’Alliance thérapeutique en psychiatrie de l'adolescent: étude qualitative des perspectives croisées des adolescents, des parents et des médecins",PREPS-15-0020,EVAADO,129717.0,2015,,PREPS
18,310789136,ASSOCIATION INSTITUT CLAUDIUS REGAUD,ROUGÉ BUGAT,Marie-Eve,Evaluation d’une concertation structurée « retour à domicile » pour les patients atteints de cancer métastatique.,PREPS-15-000269,CREDO,346796.0,2015,,PREPS
19,750712184,ASSISTANCE PUBLIQUE AP-HP,SABATIER,Brigitte,Prévention des ERreurs Médicamenteuses liées aux Interruptions de tâches des Soignants,PREPS-15-000528,PERMIS,125065.0,2015,,PREPS
20,290000017,C.H.R.U. BREST,SIZUN,Jacques,Visite en Néonatalogie Centrée sur la famIlle (VINCI) : développement et implantation selon le protocole de l’Intervention Mapping,PREPS-15-000381,VINCI,268032.0,2015,,PREPS
21,330781196,CHU HOPITAUX DE BORDEAUX,THIESSARD,Frantz,Développement et validation d’indicateurs automatisés de pertinence de la prescription des anticoagulants oraux en médecine adulte à partir du système d’information hospitalier,PREPS-15-000433,PACHA,538328.0,2015,,PREPS
22,750712184,ASSISTANCE PUBLIQUE AP-HP,WARGON,Mathias,Apport de la prédiction des flux d'arrivée aux urgences sur la régulation intra et inter-établissements en région Ile-de-France,PREPS-15-000648,PRED-URG,248215.0,2015,,PREPS
0,130786049,APHM,Boyer,Laurent,Evaluation de l'impact d’un réseau social via une plateforme digitale pour les aidants de patients souffrant de troubles mentaux,PREPS-16-297,CONNECT,344213.0,2016,,PREPS
1,130786049,APHM,Berbis,Julie,"Adéquation d’une organisation de suivi centrée sur l’identité pathologique des sujets survivants d'une hémopathie maligne de l’enfance devenus adultes, au regard des attentes de ces sujets - Organisation du Suivi des CAnceRs de l’enfant à l’âge adulte – OSCAR",PREPS-16-545,OSCAR,176099.7,2016,,PREPS
2,130786049,APHM,Ceccaldi,Mathieu,Évaluation de l'efficacité d'un nouveau mode d'organisation des soins de santé primaires visant à améliorer la prise en charge de la maladie d'Alzheimer,PREPS-16-622,EvaMMADom,673743.0,2016,,PREPS
3,210780581,CHU DIJON,Faivre,Laurence,Les données non sollicitées produites par SHD en diagnostic : du besoin des patients aux modalités organisationnelles,PREPS-16-338,FIND,612291.0,2016,,PREPS
4,300780038,CHU NIMES,Samalin,Ludovic,Intérêt de la décision médicale partagée dans le traitement prophylactique du trouble bipolaire,PREPS-16-207,ShareD-BD,604352.0,2016,,PREPS
5,330781196,CHU HOPITAUX DE BORDEAUX,Dartigues,Jean François,Evaluation de l’efficacité du Maintien de la Thérapie Occupationnelle auprès des patients souffrant de maladie d’Alzheimer ou maladies apparentées : un essai contrôlé randomisé,PREPS-16-116,MaTheoAlz,417097.5,2016,,PREPS
6,330781196,CHU HOPITAUX DE BORDEAUX,Rouanet,Francois,Analyse des liens entre PArcours des PAtients victimes d’accident vasculaire cérébral (AVC) et Séquelles Post-Avc,PREPS-16-124,PAPA-sepA,585974.6,2016,,PREPS
7,330781196,CHU HOPITAUX DE BORDEAUX,Ravaud,Alain,Etude Pilote Observationnelle et analytique des nouveaux métiers de la Coordination en cancérologie - EPOCK,PREPS-16-241,EPOCK,392175.0,2016,,PREPS
8,330781196,CHU HOPITAUX DE BORDEAUX,Salles,Nathalie,Efficacité et conditions organisationnelles d’efficacité de la télémédecine en EHPAD,PREPS-16-527,EFFORT,464277.0,2016,,PREPS
9,340780477,CHU MONTPELLIER,Hayot,Maurice,"Maintien à long terme des acquis d’un séjour de réhabilitation grâce à l’organisation du parcours de post-réhabilitation par l’intermédiaire d’une solution mobile. Etude prospective, randomisée, contrôlée, multicentrique dans une population de patients BPCO.",PREPS-16-329,TeleMouv-BPCO,554601.0,2016,,PREPS
10,350005179,CHU RENNES,Jarno,Pascal,"Accès aux soins des demandeurs d'asile en Bretagne : description, facteurs associés et leviers d'amélioration",PREPS-16-582,ACCEDAB,216811.7,2016,,PREPS
11,380780080,CHU GRENOBLE,Debaty,Guillaume,Multifaceted intervention for increasing performance of cardiopulmonary resuscitation by laypersons in out-of-hospital cardiac arrest. A stepped wedge cluster randomized controlled trial,PREPS-16-499,Dispatch,871068.0,2016,,PREPS
12,440000289,CHU NANTES,Birgand,Gabriel,Amélioration des comportements peropératoires des personnels pour prévenir les complications post-opératoires,PREPS-16-366,ARIBO2,504547.0,2016,,PREPS
13,440000289,CHU NANTES,Cougot,Baptiste,Projet de libération organisationnelle d’un pôle hospitalo-universitaire : étude contrôlée de l’impact à deux ans d’un programme d’intervention sur l’empowerment des équipes médico-soignantes.,PREPS-16-681,CHRYSALIDE,498179.5,2016,,PREPS
14,590780193,CHR LILLE,Wallaert,Benoit,"Réhabilitation respiratoire à domicile vs en centre pour les patients présentant une BPCO : efficacité, préférences et coûts",PREPS-16-249,REHABDO,339295.0,2016,,PREPS
15,690781810,HOSPICES CIVILS DE LYON,Lifante,Jean-Christophe,Influence de la collaboration chirurgien-anesthésiste sur l’instabilité hémodynamique du patient et le résultat de la chirurgie du phéochromocytome,PREPS-16-17,CCAP,183539.0,2016,,PREPS
16,690781810,HOSPICES CIVILS DE LYON,Rioufol,Catherine,"Impact du programme DROP (Drug Related problems in Oncology Practice - Problèmes liés aux médicaments en pratique oncologique) d’interventions pharmaceutiques ville/hôpital de la Société Française de Pharmacie Oncologique versus prise en charge habituelle, sur les problèmes médicamenteux (Drug Related Problems DRP) liés aux anticancéreux oraux chez les patients ambulatoires présentant des facteurs de risques",PREPS-16-342,DROP-SFPO-2016,478191.0,2016,,PREPS
17,690781810,HOSPICES CIVILS DE LYON,Laborie,Sophie,Impact d’un accompagnement de l’allaitement de nouveaux-nés prématurés par des mères expérimentées : un essai clinique randomisé en clusters multicentrique.,PREPS-16-373,ALAIS,760635.0,2016,,PREPS
18,690781810,HOSPICES CIVILS DE LYON,Vuillerot,Carole,Validation d’un score d’évaluation des activités physiques et cognitives en Soins de Suites et de Réadaptation (SSR): le Score d'Activité en SSR (SAS),PREPS-16-390,Score-SAS,199485.0,2016,,PREPS
19,690781810,HOSPICES CIVILS DE LYON,Touzet,Sandrine,Accueil « bientraitant » des patients en service d’urgence : impact du médiateur.,PREPS-16-438,MEDIA,405858.0,2016,,PREPS
20,690781810,HOSPICES CIVILS DE LYON,Duclos,Antoine,Evolution des durées de séjour à l’hôpital et risque de ré-hospitalisation potentiellement évitable avec critère de gravité en chirurgie,PREPS-16-5,ELIPSE,112100.0,2016,,PREPS
21,690781810,HOSPICES CIVILS DE LYON,Pastural-Thaunat,Myriam,Favoriser l’accès à la transplantation rénale : impact d’une organisation régionale centrée sur le patient.,PREPS-16-536,TRACE,532154.0,2016,,PREPS
22,690781810,HOSPICES CIVILS DE LYON,Schott,Anne-Marie,Déterminants de l’observance au traitement préventif secondaire post-AVC/AIT : étude de cohorte exhaustive dans le Rhône,PREPS-16-592,OBSTACLE,275438.0,2016,,PREPS
23,690781810,HOSPICES CIVILS DE LYON,Guerin,Claude,Influence de la composition d’équipe sur la mortalité des patients en réanimation,PREPS-16-6,TEAMIC,148386.0,2016,,PREPS
24,750712184,AP-HP,Launay,Odile,Attitudes et pratiques de vaccination des médecins spécialistes hospitaliers,PREPS-16-11,SpeciVac,299999.0,2016,,PREPS
25,750712184,AP-HP,Durand-Zaleski,Isabelle,Transmission d’images appliquée à la transplantation d’organes,PREPS-16-179,CRISTALIMAGES,338784.0,2016,,PREPS
26,750712184,AP-HP,Astagneau,Pascal,Stress au Travail et Risque Infectieux chez les Patients et le Personnel Soignant,PREPS-16-261,STRIPPS,258628.0,2016,,PREPS
27,750712184,AP-HP,Ferrand,Edouard,"Création et validation métrologique d'un score d'enrôlement dans une prise en charge en soins intégrés, adéquate dans le temps, à partir du contexte, de l'évolution et des attentes des patients porteurs d'une pathologie chronique grave évolutive et de leurs proches-aidants. Etude prospective multicentrique non interventionnelle EIVA (Expression d'un besoin d'Implication du Patient Vulnérable et de son Adaptation)",PREPS-16-265,EIVA,363140.0,2016,,PREPS
28,750712184,AP-HP,Scotte,Florian,Impact d'une plateforme virtuelle de parcours de soins en soins de support oncologique: Essai contrôlé unicentrique randomisé.,PREPS-16-404,PASSPORT,284685.0,2016,,PREPS
29,750712184,AP-HP,Hausfater,Pierre,Impact de la mise en place généralisée de solutions de biologie délocalisée dans un service d’urgence adulte sur le temps de passage des patients: étude randomisée en clusters,PREPS-16-42,SUPOC,223990.0,2016,,PREPS
30,750712184,AP-HP,Mittaine-Marzac,Bénédicte,Impacts de la prise en charge en Hospitalisation A Domicile des Patients Agés atteints de Myélome multiple sur l’état de santé et l’utilisation des ressources,PREPS-16-596,PAMM-HAD1,267100.0,2016,,PREPS
31,760780239, CHU ROUEN,Merle,Véronique,Quel impact des inégalités sociales sur la prise en charge par chimiothérapie orale des patients atteints de cancer?,PREPS-16-555,ISIPECO,200713.1,2016,,PREPS
32,910002773,CENTRE HOSPITALIER SUD FRANCILIEN,Penfornis,Alfred,Comparaison du suivi des rétinopathies diabétiques modérées par télé expertise et par consultation ophtalmologique conventionnelle.,PREPS-16-326,TELERETINODIAB,107223.0,2016,,PREPS
33,950110080,CENTRE HOSPITALIER RENE DUBOS PONTOISE,Ricard-Hibon,Agnes,Évaluation d’une stratégie de régulation médicale standardisée sur la réduction des accouchements inopinés hors présence médicale.,PREPS-16-296,REGUL-AIpM,477501.0,2016,,PREPS
0,BERTRAND,Yves,PREPS-17-0261,690781810,HCL,DREPADO,Impact d’un programme de transition pédiatrie-adulte sur l’état de santé des adolescents atteints de drépanocytose : un essai contrôlé randomisé,446785.0,2017,,PREPS
1,BLANCHARD,Pierre-Yves,PREPS-17-0438,750712184,AP-HP,IOTA-REA,Impact de l’Organisation du Temps de trAvail sur la satisfaction du personnel soignant et la performance des services de REAnimation.,563407.0,2017,,PREPS
2,BRONSARD,Guillaume,PREPS-17-0020,290000017,CHU BREST,AdoDeSP,"Dépression de l’adolescent associée à la dépression parentale : dépistage, prévalence,et prévention en soins primaires à partir de la rencontre de parents déprimés",351290.0,2017,,PREPS
3,CESTAC,Philippe,PREPS-17-0277,310781406,CHU TOULOUSE,BIMEDOC,BIlan de MEDication chez les sujets âgés: Optimisation des traitements via une approche Collaborative entre pharmaciens d’officine et médecins généralistes.,691404.0,2017,,PREPS
4,DENIS,Frédéric,PREPS-17-0099,210780581,CHU DIJON,COPsyCAT,Une COllaboration Patient-soignant pour une meilleure prise en charge des troubles CArdiovasculaires des patients souffrants de Troubles psychiques au long cours : études qualitative multicentrique et de faisabilité.,200678.0,2017,,PREPS
5,DUCLOS,Antoine,PREPS-17-0008,690781810,HCL,TOPSURGEONS,Identification des déterminants humains de la performance du chirurgien,417992.0,2017,,PREPS
6,DUVOUX,Christophe,PREPS-17-0519,750712184,AP-HP,SuperMELD,Construction de nouveaux modèles mathématiques prédictifs de mortalité des cirrhotiques décompensés candidats à la greffe hépatique.,764106.0,2017,,PREPS
7,FARGES,Olivier,PREPS-17-0297,750712184,AP-HP,ACCESS,Hétérogénéité nationale de l’accès aux soins et de la survie des patients ayant un cancer digestif,241948.0,2017,,PREPS
8,FERRAND,Edouard,PREPS-17-0662,400011177,CH MONT-DE-MARSAN,ELISPE,Développement et validation d’un score d’indication du patient à une prise en charge en Lit Identifié de Soins Palliatifs en établissement MCO (Médecine – Chirurgie – Obstétrique). Etude prospective multicentrique non interventionnelle ELISPE (Évaluation des patients pouvant justifier d'une prise en charge en LISP en Établissement MCO),294386.0,2017,,PREPS
9,GALINIER,Anne,PREPS-17-0633,130786049,AP-HM,M2-PRUSSE,Essai interventionnel en soins primaires d’une médiation médico-sociale sur la prévention du retour aux urgences chez les personnes en situation de précarité sociale,447081.0,2017,,PREPS
10,HONORÉ,Stéphane,PREPS-17-0574,130786049,AP-HM,TEM-EHPAD,Impact d’une Télé-Expertise Médicamenteuse sur le taux d’hospitalisation à 3 mois de patients résidents en EHPAD,402664.0,2017,,PREPS
11,MARIAT,Christophe,PREPS-17-0175,420784878,CHU SAINT-ETIENNE,ApTELECARE-Tx,IMPACT DE L'UTILISATION D'UNE SOLUTION DE TELESURVEILLANCE DANS LE SUIVI DU PATIENT TRANSPLANTE RENAL,321962.0,2017,,PREPS
12,NOURHASHEMI,Fati,PREPS-17-0357,310781406,CHU TOULOUSE,RISING-DOM,"Impact d’une évaluation des facteurs de RISque de chute et d’une prise en charge personnalisée, sur la mortalité et l’institutionnalisation, après INtervention du SAMU chez la personne âGée à DOMicile",799010.0,2017,,PREPS
13,PASQUIER,Laurent,PREPS-17-0385,350005179,CHU RENNES,ORGAGENE,Examen des caractéristiques génétiques d’une personne : identification et optimisation des organisations,120362.0,2017,,PREPS
14,PATTOU,Francois,PREPS-17-0672,590780193,CHU LILLE,TELEBARIA,Evaluation d’un parcours de soins personnalisé après chirurgie bariatrique basé sur le suivi de l’évolution pondérale à l’aide d’une balance connectée – Etude multicentrique randomisée,602288.0,2017,,PREPS
15,PAVESE,Patricia,PREPS-17-0014,380780080,CHU GRENOBLE,AIRBUS-ATB,Impact des avis informels des infectiologues référents sur le bon usage des antibiotiques en médecine générale. AIRBUS-ATB/étude des Avis des Infectiologues Référents pour le Bon USage des ATB,352717.0,2017,,PREPS
16,PAYAN,Christophe,PREPS-17-0688,290000017,CHU BREST,PapU-Access,Caractérisation socio-économique des femmes répondantes à une stratégie alternative au frottis cervico-utérin basé sur un test HPV urinaire à domicile au sein d’une population sous-participante et difficile à atteindre pour le dépistage du cancer du col de l’utérus.,361078.0,2017,,PREPS
17,PREBOIS,Sophie,PREPS-17-0200,310781406,CHU TOULOUSE,DSPP-PSY,Améliorer l’accès aux soins psychiatriques et la fluidité des parcours de soins pour les patients de médecins générale souffrant d' un trouble mental : évaluation du dispositif de soins partagés en psychiatrie,120520.0,2017,,PREPS
18,PULCINI,Céline,PREPS-17-0026,540023264,CHU NANCY,ANTIBIO-CIBLES,Antibiogrammes ciblés dans les infections urinaires : évaluation de l’impact sur la consommation des antibiotiques critiques en soins primaires par une étude quasi-expérimentale,278236.0,2017,,PREPS
19,ROLLAND,Yves,PREPS-17-0164,310781406,CHU TOULOUSE,PIANO,Prévention de la pneumopathie en EHPAD,499623.0,2017,,PREPS
20,SAMALIN,Ludovic,PREPS-17-0121,630780989,CHU CLERMONT-FERRAND,AppEduc-BD,Etude de non-inferiorité comparant deux modalités différentes de psychoéducation (application mobile vs groupe) dans une population de patients souffrant d’un trouble bipolaire,607500.0,2017,,PREPS
21,TERRIEN,Noémie,PREPS-17-0400,440000289,CHU NANTES,IMPACTT,Impact sur la gestion des interruptions de tâches d'un programme d'amélioration des interactions entre professionnels,470314.0,2017,,PREPS
22,TINLAND,Aurélie,PREPS-17-0575,130786049,AP-HM,DAP,Directives Anticipées en Psychiatrie,650376.0,2017,,PREPS
23,VILLIET,Maxime,PREPS-17-0396,340780477,CHU MONTPELLIER,URGEIM,Evaluation de l’intérêt d’un lien optimisé ville-hôpital sur le taux de réadmission aux urgences pour évènement indésirable médicamenteux (EIM): étude contrôlée randomisée.,297582.0,2017,,PREPS
0,Auquier,Pascal,PREPS-18-0423,130786049,APHM,EFFIPASS,Efficacité d'un modèle innovant d'intervention en soins primaires à destination des populations précarisées : PASS Ambulatoire,569953.4,2018,,PREPS
1,Bedouch,Pierrick,PREPS-18-0539,380780080,CHU GRENOBLE ALPES,OCTOPUS,Organisation territoriale de la prise en charge médicamenteuse au cours du parcours de soins des patients,581269.3,2018,,PREPS
2,Bonneton,Sandrine,PREPS-18-0453,590055505,GCS POUR LA RECHERCHE ET LA FORMATION - EN SANTE MENTALE,ParpsychEd,PARtenariats locaux entre le secteur de PSYCHiatrie infanto-juvénile et l'EDucation Nationale développant des interventions pluri-professionnelles: une recherche-action sur 10 sites,640366.2,2018,,PREPS
3,Boyer,Laurent,PREPS-18-0326,130786049,APHM,LDR,Dispositif Alternatif à l’Accompagnement dit « Lieu De Répit » dans la résolution des crises psychotiques des personnes sans abri souffrant d'une pathologie mentale sévère Programme « Lieu De Répit »,604068.9,2018,,PREPS
4,Chevreul,Karine,PREPS-18-0694,750712184,AP-HP,e-psyjeunes,Recherche interventionnelle pour la prévention du suicide chez les adolescents et les adultes jeunes en population générale mobilisant des outils de e-santé et un dispositif de promotion local impliquant la population civile,845191.9,2018,,PREPS
5,Corcos,Olivier,PREPS-18-0182,750712184,AP-HP,SURVIEVAL,Impact d’une prise en charge en unité spécialisée sur la survie et les séquelles de l’infarctus mésentérique aigu : une étude à partir du Sniiram,218944.1,2018,,PREPS
6,Courtois,Robert,PREPS-18-0815,370000481,CHU TOURS,EV-AICS,"Impact d’un bilan clinique structuré (MIDSA), de sa restitution et de l’accompagnement au changement sur l’engagement dans le soin (évalué par l’échelle URICA) d’auteurs d’infraction à caractère sexuel : essai contrôlé randomisé multicentrique en ouvert",337703.2,2018,,PREPS
7,Delory,Tristan,PREPS-18-0405,750712184,AP-HP,AVEC,"Antibiotiques en Ville : Evaluation de l’impact du système télématique, de Conseil à la prescription en antibiothérapie en Ile-de-France - Antibioclic+.",232155.1,2018,,PREPS
8,Dubos,François,PREPS-18-0507,590780193,CHU LILLE,DISCERN-FN7,Distinguer les enfants suivis pour cancer à bas risque d’infection sévère en cas de neutropénie fébrile-7 : étude d’impact d’une règle de décision clinique,859331.6,2018,,PREPS
9,Gaillard,Raphael,PREPS-18-0707,750140014,CH SAINTE ANNE,EDIPAJ,Évaluation d’un dispositif de détection-intervention précoce sur l’accès aux soins chez l’adolescent et le jeune adulte présentant une psychose débutante,673607.4,2018,,PREPS
10,Gernier,François,PREPS-18-0534,140000555,CRLCC FRANCOIS BACLESSE - CAEN,WEBAPPAC,Impact d’un accompagnement par webapplication versus prise en charge standard sur l’observance de l’hormonothérapie adjuvante à 18 mois chez les patientes traitées pour un cancer du sein.,243576.56,2018,,PREPS
11,Grassineau,Dominique,PREPS-18-0652,130786049,APHM,PASS-MULTI,IMPACT DU DISPOSITIF PASS MULTIDISCIPLINAIRE SUR LE TAUX DE RE-HOSPITALISATION A 12 MOIS DES PATIENTS PRECAIRES.,943934.8,2018,,PREPS
12,Grude,Francoise,PREPS-18-0475,490017258,INSTITUT DE CANCEROLOGIE DE L'OUEST,IPPACTTO,Intervention pharmaceutique dans le Parcours de soins coordonné du PAtient atteint de Cancer et Traité par Thérapie Orale,283214.8,2018,,PREPS
13,Haesebaert,Julie,PREPS-18-0681,690781810,HCL,NAVISTROKE,"Développement et évaluation d’un programme de transition hôpital-domicile post-AVC centré sur le patient, associant accompagnement par un case-manager et accès à une plateforme Internet d’information : essai contrôlé randomisé NAVISTROKE",364865.0,2018,,PREPS
14,Hupin,David,PREPS-18-0585,420784878,CHU SAINT-ETIENNE,FIMOUV,Efficacité d’une organisation de soins optimisée chez des patients fibromyalgiques. Etude interventionnelle visant à modifier les comportements en termes d’activité physique et de sédentarité. L’étude FIMOUV : from intent to move,443326.5,2018,,PREPS
15,Kalfon,Pierre,PREPS-18-0812,280000134,CH CHARTRES,PTSD-REA,"Réduire le trouble de stress post-traumatique (PTSD) induit par une hospitalisation en réanimation grâce à un programme, élaboré sur mesure, à composantes multiples, de réduction des inconforts durant l’hospitalisation en réanimation",400617.9,2018,,PREPS
16,Labrunee,Marc,PREPS-18-0419,310781406,CHU TOULOUSE,REMOTE-ACS,La Télé-réadaptation après syndrome coronarien aigu est-elle une alternative efficace par rapport à la réadaptation traditionnelle en soins de suite et de réadaptation cardiovasculaire ?,670106.0,2018,,PREPS
17,Le Reste,Jean Yves,PREPS-18-0140,290000017,CHU BREST,AMDepCCR,AMélioration du taux de participation au Dépistage du Cancer Colon Rectal par la formation des médecins généralistes.,382834.2,2018,,PREPS
